img_id,GT_timestamp,saved_time%_TP,timestamp_FPvsTP,saved_time%_withFP,confusion_matrix
1-1@run1@NO_TPs,0 True Positives,36 True Negatives,0 False Positives,26 False Negatives
1-1@run2@1-1@run2@21.0Map.png,35,40.0,0,40.0,15 TP/ 21 TN/ ,0 FP/ 0 FN
number_of_runs,2
AVG_PERC_SEC_SAVED_WITH_TP,20.0
AVG_PERC_SEC_SAVED_WITH_FP,20.0
AVG_PERC_SEC_SAVED_WITH_FN,20.0
2-4@run1@2-4@run1@1.0Map.png,4,75.0,0,75.0,4 TP/ 1 TN/ ,0 FP/ 0 FN
number_of_runs,3
AVG_PERC_SEC_SAVED_WITH_TP,38.333333333333336
AVG_PERC_SEC_SAVED_WITH_FP,38.333333333333336
AVG_PERC_SEC_SAVED_WITH_FN,38.333333333333336
3-4@run1@3-4@run1@7.0Map.png,10,30.0,6vs7,40.0,4 TP/ 6 TN/ ,1 FP/ 0 FN
number_of_runs,4
AVG_PERC_SEC_SAVED_WITH_TP,36.25
AVG_PERC_SEC_SAVED_WITH_FP,38.75
AVG_PERC_SEC_SAVED_WITH_FN,36.25
5-0@run1@5-0@run1@5.0Map.png,9,44.44444444444444,0,44.44444444444444,5 TP/ 5 TN/ ,0 FP/ 0 FN
number_of_runs,5
AVG_PERC_SEC_SAVED_WITH_TP,37.88888888888889
AVG_PERC_SEC_SAVED_WITH_FP,39.88888888888889
AVG_PERC_SEC_SAVED_WITH_FN,37.88888888888889
5-3@run1@5-3@run1@7.0Map.png,10,30.0,0,30.0,4 TP/ 7 TN/ ,0 FP/ 0 FN
number_of_runs,6
AVG_PERC_SEC_SAVED_WITH_TP,36.574074074074076
AVG_PERC_SEC_SAVED_WITH_FP,38.24074074074074
AVG_PERC_SEC_SAVED_WITH_FN,36.574074074074076
6-1@run1@6-1@run1@12.0Map.png,14,14.285714285714285,0,14.285714285714285,3 TP/ 10 TN/ ,0 FP/ 2 FN
number_of_runs,7
AVG_PERC_SEC_SAVED_WITH_TP,33.390022675736965
AVG_PERC_SEC_SAVED_WITH_FP,34.81859410430839
AVG_PERC_SEC_SAVED_WITH_FN,35.430839002267575
6-3@run1@6-3@run1@10.0Map.png,17,41.17647058823529,0,41.17647058823529,8 TP/ 10 TN/ ,0 FP/ 0 FN
number_of_runs,8
AVG_PERC_SEC_SAVED_WITH_TP,34.363328664799255
AVG_PERC_SEC_SAVED_WITH_FP,35.613328664799255
AVG_PERC_SEC_SAVED_WITH_FN,36.14904295051354
6-4@run1@6-4@run1@5.0Map.png,10,50.0,0,50.0,6 TP/ 5 TN/ ,0 FP/ 0 FN
number_of_runs,9
AVG_PERC_SEC_SAVED_WITH_TP,36.10073659093267
AVG_PERC_SEC_SAVED_WITH_FP,37.211847702043784
AVG_PERC_SEC_SAVED_WITH_FN,37.68803817823426
7-0@run1@7-0@run1@11.0Map.png,15,26.666666666666668,6vs11,60.0,5 TP/ 8 TN/ ,3 FP/ 0 FN
number_of_runs,10
AVG_PERC_SEC_SAVED_WITH_TP,35.157329598506074
AVG_PERC_SEC_SAVED_WITH_FP,39.4906629318394
AVG_PERC_SEC_SAVED_WITH_FN,36.5859010270775
7-1@run1@7-1@run1@5.0Map.png,7,28.57142857142857,4vs5,42.857142857142854,3 TP/ 4 TN/ ,1 FP/ 0 FN
number_of_runs,11
AVG_PERC_SEC_SAVED_WITH_TP,34.55861132331721
AVG_PERC_SEC_SAVED_WITH_FP,39.79670656141244
AVG_PERC_SEC_SAVED_WITH_FN,35.857312622018505
7-2@run1@7-2@run1@4.0Map.png,7,42.857142857142854,0,42.857142857142854,4 TP/ 4 TN/ ,0 FP/ 0 FN
number_of_runs,12
AVG_PERC_SEC_SAVED_WITH_TP,35.250155617802676
AVG_PERC_SEC_SAVED_WITH_FP,40.05174291938997
AVG_PERC_SEC_SAVED_WITH_FN,36.440631808278866
8-1@run1@8-1@run1@7.0Map.png,10,30.0,0,30.0,4 TP/ 7 TN/ ,0 FP/ 0 FN
number_of_runs,13
AVG_PERC_SEC_SAVED_WITH_TP,34.84629749335632
AVG_PERC_SEC_SAVED_WITH_FP,39.27853192559075
AVG_PERC_SEC_SAVED_WITH_FN,35.94519859225741
