,img_path,diff_perc,prediction,abs_error,mean_abs_error
0,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@0Map.png,106.736573560663,71.25623,35.48034034533097,11.37469277773384
1,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@1.0Map.png,88.5057879411974,43.036053,45.469735237339975,11.37469277773384
2,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@2.0Map.png,64.2999568431001,36.987453,27.312503382406746,11.37469277773384
3,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@3.0Map.png,49.5375656230709,36.00585,13.531713877465428,11.37469277773384
4,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@4.0Map.png,39.9433497402392,31.387526,8.55582418176752,11.37469277773384
5,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@5.0Map.png,28.545284698967,22.59326,5.952024887565631,11.37469277773384
6,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@6.0Map.png,23.7103461838921,16.757818,6.952527961846201,11.37469277773384
7,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@7.0Map.png,16.7995061539554,10.717862,6.081644024743973,11.37469277773384
8,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@8.0Map.png,11.6507241072258,6.2616916,5.389032536943818,11.37469277773384
9,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/NOT_EXPLORED/36-5@run1@9.0Map.png,7.06325490431733,4.547107,2.516147684621285,11.37469277773384
10,/home/aislab/Documents/StakanovThesis/robot-aware-exploration/Datasets/Labelled_Data/KTH+MIT/test/EXPLORED/36-5@run1@10.0Map.png,0.594636526033444,0.0,0.594636526033444,11.37469277773384
